District,Crime,Period,Year,Month,Count,State,Region,Population,Count_Per_100
PILBARA DISTRICT,Stealing,2007-02-01,2007,February,116,WESTERN AUSTRALIA,REGIONAL WA REGION,55119.0,0.21045374553239352
SOUTH WEST DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.0
SOUTH WEST DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.0
SOUTH WEST DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.0
SOUTH WEST DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.0
SOUTH WEST DISTRICT,Stealing,2007-02-01,2007,February,2,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.0010596363328105793
SOUTH WEST DISTRICT,Stealing,2007-02-01,2007,February,331,WESTERN AUSTRALIA,REGIONAL WA REGION,188744.0,0.1753698130801509
WHEATBELT DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.0
WHEATBELT DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.0
WHEATBELT DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.0
WHEATBELT DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.0
WHEATBELT DISTRICT,Stealing,2007-02-01,2007,February,0,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.0
WHEATBELT DISTRICT,Stealing,2007-02-01,2007,February,87,WESTERN AUSTRALIA,REGIONAL WA REGION,55937.0,0.15553211648819207
ARMADALE DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.0
ARMADALE DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.0
ARMADALE DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.0
ARMADALE DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.0
ARMADALE DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.0
ARMADALE DISTRICT,Stealing,2007-03-01,2007,March,601,WESTERN AUSTRALIA,METROPOLITAN REGION,248231.0,0.24211319295333783
CANNINGTON DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.0
CANNINGTON DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.0
CANNINGTON DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.0
CANNINGTON DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.0
CANNINGTON DISTRICT,Stealing,2007-03-01,2007,March,2,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.0009157047950881594
CANNINGTON DISTRICT,Stealing,2007-03-01,2007,March,746,WESTERN AUSTRALIA,METROPOLITAN REGION,218411.0,0.34155788856788344
FREMANTLE DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,280099.0,0.0
FREMANTLE DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,280099.0,0.0
FREMANTLE DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,280099.0,0.0
FREMANTLE DISTRICT,Stealing,2007-03-01,2007,March,0,WESTERN AUSTRALIA,METROPOLITAN REGION,280099.0,0.0
