District,Crime,Period,Year,Month,Count,Region,State,Population,Count_Per_100
MIRRABOOKA DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.0
MIRRABOOKA DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.0
MIRRABOOKA DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,96,METROPOLITAN REGION,WESTERN AUSTRALIA,295652.0,0.03247060733565137
PERTH DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,2,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.0014380523019622224
PERTH DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.0
PERTH DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,114,METROPOLITAN REGION,WESTERN AUSTRALIA,139077.0,0.08196898121184668
PILBARA DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.0
PILBARA DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.0
PILBARA DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,1,REGIONAL WA REGION,WESTERN AUSTRALIA,55119.0,0.0018142564270033925
SOUTH WEST DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,1,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.0005298181664052897
SOUTH WEST DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,0,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.0
SOUTH WEST DISTRICT,Fraud & Related Offences,2007-04-01,2007,April,26,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.013775272326537531
