District,Crime,Period,Year,Month,Count,Region,State,Population,Count_Per_100
SOUTH WEST DISTRICT,Drug Offences,2007-02-01,2007,February,0,REGIONAL WA REGION,WESTERN AUSTRALIA,188744.0,0.0
WHEATBELT DISTRICT,Drug Offences,2007-02-01,2007,February,3,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.005363176430627313
WHEATBELT DISTRICT,Drug Offences,2007-02-01,2007,February,8,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.014301803815006167
WHEATBELT DISTRICT,Drug Offences,2007-02-01,2007,February,24,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.042905411445018506
WHEATBELT DISTRICT,Drug Offences,2007-02-01,2007,February,26,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.04648086239877004
WHEATBELT DISTRICT,Drug Offences,2007-02-01,2007,February,0,REGIONAL WA REGION,WESTERN AUSTRALIA,55937.0,0.0
ARMADALE DISTRICT,Drug Offences,2007-03-01,2007,March,5,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.0020142528531891667
ARMADALE DISTRICT,Drug Offences,2007-03-01,2007,March,2,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.0008057011412756667
ARMADALE DISTRICT,Drug Offences,2007-03-01,2007,March,50,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.020142528531891666
ARMADALE DISTRICT,Drug Offences,2007-03-01,2007,March,28,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.011279815977859332
ARMADALE DISTRICT,Drug Offences,2007-03-01,2007,March,1,METROPOLITAN REGION,WESTERN AUSTRALIA,248231.0,0.0004028505706378333
CANNINGTON DISTRICT,Drug Offences,2007-03-01,2007,March,10,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.004578523975440797
CANNINGTON DISTRICT,Drug Offences,2007-03-01,2007,March,5,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0022892619877203984
CANNINGTON DISTRICT,Drug Offences,2007-03-01,2007,March,65,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.02976040584036518
CANNINGTON DISTRICT,Drug Offences,2007-03-01,2007,March,39,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.017856243504219108
CANNINGTON DISTRICT,Drug Offences,2007-03-01,2007,March,1,METROPOLITAN REGION,WESTERN AUSTRALIA,218411.0,0.0004578523975440797
FREMANTLE DISTRICT,Drug Offences,2007-03-01,2007,March,8,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.0028561330101142812
FREMANTLE DISTRICT,Drug Offences,2007-03-01,2007,March,8,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.0028561330101142812
